id	time	stream	text	context	notes
113	2019-10-08 13:09:36.03	DM->CMD	"sent"	None	None
114	2019-10-08 13:09:36.36	CMD	"turn forty five degrees to the right"	None	None
115	2019-10-08 13:10:00.57	DM->RN	" turn right 45 degrees"	None	None
116	2019-10-08 13:10:00.57	DM->CMD	"I will turn right 45 degrees."	None	None
117	2019-10-08 13:10:04.71	RN	" turning. . ."	None	None
118	2019-10-08 13:10:04.80	DM->CMD	"turning. . ."	None	None
119	2019-10-08 13:10:14.35	RN	" done"	None	None
120	2019-10-08 13:10:14.43	DM->CMD	"done"	None	None
121	2019-10-08 13:09:54.09	CMD	"take a picture"	None	None
122	2019-10-08 13:10:16.69	DM->RN	" send image"	None	None
123	2019-10-08 13:10:16.70	DM->CMD	"I will send image."	None	None
i004	2019-10-08 13:09:38.28	IMAGE	"frame004"	None	None
124	2019-10-08 13:10:18.64	RN	" sent"	None	None
125	2019-10-08 13:10:18.72	DM->CMD	"sent"	None	None
126	2019-10-08 13:10:03.54	CMD	"turn a hundred and thirty five degrees to the left"	None	None
127	2019-10-08 13:10:28.90	DM->RN	" turn right 135 degrees"	None	None
128	2019-10-08 13:10:28.94	DM->CMD	"I will turn right 135 degrees."	None	None
129	2019-10-08 13:10:32.39	RN	" turning. . ."	None	None
130	2019-10-08 13:10:32.45	DM->CMD	"turning. . ."	None	None
131	2019-10-08 13:10:50.17	RN	" done"	None	None
132	2019-10-08 13:10:50.27	DM->CMD	"done"	None	None
133	2019-10-08 13:10:35.00	CMD	"take a picture"	None	None
134	2019-10-08 13:10:57.39	DM->RN	" send image"	None	None
135	2019-10-08 13:10:57.39	DM->CMD	"I will send image."	None	None
i005	2019-10-08 13:10:18.90	IMAGE	"frame005"	None	None
136	2019-10-08 13:10:59.80	RN	" sent"	None	None
137	2019-10-08 13:10:59.89	DM->CMD	"sent"	None	None
138	2019-10-08 13:10:41.59	CMD	"move ninety degrees"	None	None
139	2019-10-08 13:10:41.59	CMD	"no forty five degrees"	None	None
140	2019-10-08 13:11:06.90	DM->RN	" turn right 45 degrees"	None	None
141	2019-10-08 13:11:06.91	DM->CMD	"I will turn right 45 degrees."	None	None
142	2019-10-08 13:11:08.85	RN	" turning. . ."	None	None
143	2019-10-08 13:11:08.90	DM->CMD	"turning. . ."	None	None
144	2019-10-08 13:11:15.59	RN	" done"	None	None
145	2019-10-08 13:11:15.66	DM->CMD	"done"	None	None
146	2019-10-08 13:10:55.96	CMD	"take a picture"	None	None
147	2019-10-08 13:11:18.49	DM->RN	" send image"	None	None
148	2019-10-08 13:11:18.49	DM->CMD	"I will send image."	None	None
i006	2019-10-08 13:10:39.66	IMAGE	"frame006"	None	None
149	2019-10-08 13:11:21.28	RN	" sent"	None	None
150	2019-10-08 13:11:21.40	DM->CMD	"sent"	None	None
151	2019-10-08 13:11:05.80	CMD	"turn forty five degrees to the right"	None	None
152	2019-10-08 13:11:30.00	DM->RN	" turn right 45 degrees"	None	None
153	2019-10-08 13:11:30.04	DM->CMD	"I will turn right 45 degrees."	None	None
154	2019-10-08 13:11:31.89	RN	" turning. . ."	None	None
155	2019-10-08 13:11:31.94	DM->CMD	"turning. . ."	None	None
156	2019-10-08 13:11:39.25	RN	" done"	None	None
157	2019-10-08 13:11:39.32	DM->CMD	"done"	None	None
158	2019-10-08 13:11:18.89	CMD	"move forward fifteen feet"	None	None
159	2019-10-08 13:11:42.74	DM->RN	" move forward 15ft"	None	None
160	2019-10-08 13:11:42.75	DM->CMD	"I will move forward 15ft."	None	None
161	2019-10-08 13:11:45.13	RN	" moving. . ."	None	None
162	2019-10-08 13:11:45.15	DM->CMD	"moving. . ."	None	None
163	2019-10-08 13:11:59.77	RN	" done"	None	None
164	2019-10-08 13:11:59.80	DM->CMD	"done"	None	None
165	2019-10-08 13:11:41.94	CMD	"turn right ninety degrees"	None	None
166	2019-10-08 13:12:05.35	DM->CMD	"I will turn right 90 degrees."	None	None
167	2019-10-08 13:12:07.96	RN	" turning. . ."	None	None
168	2019-10-08 13:12:07.99	DM->CMD	"turning. . ."	None	None
169	2019-10-08 13:12:17.51	RN	" done"	None	None
170	2019-10-08 13:12:17.62	DM->CMD	"done"	None	None
171	2019-10-08 13:11:59.00	CMD	"take a picture"	None	None
172	2019-10-08 13:12:07.30	CMD	"take a picture"	None	None
173	2019-10-08 13:12:29.94	DM->RN	" send image"	None	None
174	2019-10-08 13:12:29.94	DM->CMD	"I will send image."	None	None
i007	2019-10-08 13:11:49.94	IMAGE	"frame007"	None	None
175	2019-10-08 13:12:32.70	RN	" sent"	None	None
176	2019-10-08 13:12:32.77	DM->CMD	"sent"	None	None
177	2019-10-08 13:12:18.71	CMD	"does this look like a doorway"	None	None
178	2019-10-08 13:12:41.69	DM->CMD	"Can you repeat that? <beep>"	None	None
179	2019-10-08 13:12:22.13	CMD	"does this look like a doorway"	None	None
180	2019-10-08 13:12:45.34	DM->CMD	"Can you repeat that? <beep>"	None	None
181	2019-10-08 13:12:28.02	CMD	"turn left ninety degrees"	None	None
182	2019-10-08 13:12:51.99	DM->CMD	"I will turn left 95 degrees."	None	None
183	2019-10-08 13:12:54.76	RN	" turning. . ."	None	None
184	2019-10-08 13:12:54.78	DM->CMD	"turning. . ."	None	None
185	2019-10-08 13:13:02.39	RN	" done"	None	None
186	2019-10-08 13:13:02.47	DM->CMD	"done"	None	None
187	2019-10-08 13:12:42.63	CMD	"take a picture"	None	None
188	2019-10-08 13:13:05.60	DM->RN	" send image"	None	None
189	2019-10-08 13:13:05.65	DM->CMD	"I will send image."	None	None
i008	2019-10-08 13:12:25.07	IMAGE	"frame008"	None	None
190	2019-10-08 13:13:07.96	RN	" sent"	None	None
191	2019-10-08 13:13:07.99	DM->CMD	"sent"	None	None
192	2019-10-08 13:12:59.59	CMD	"turn right ninety degrees"	None	None
193	2019-10-08 13:13:22.75	DM->RN	" turn right 90 degrees"	None	None
194	2019-10-08 13:13:22.79	DM->CMD	"I will turn right 90 degrees."	None	None
195	2019-10-08 13:13:27.92	RN	" turning. . ."	None	None
196	2019-10-08 13:13:27.96	DM->CMD	"turning. . ."	None	None
197	2019-10-08 13:13:37.74	RN	" done"	None	None
198	2019-10-08 13:13:37.75	DM->CMD	"done"	None	None
199	2019-10-08 13:13:19.29	CMD	"go forward two feet"	None	None
200	2019-10-08 13:13:43.20	DM->RN	" move forward 1.5 feet"	None	None
201	2019-10-08 13:13:43.21	DM->CMD	"I will move forward 1.5 feet."	None	None
202	2019-10-08 13:13:45.62	RN	" moving. . ."	None	None
203	2019-10-08 13:13:45.63	DM->CMD	"moving. . ."	None	None
204	2019-10-08 13:13:51.38	RN	" done"	None	None
205	2019-10-08 13:13:51.41	DM->CMD	"done"	None	None
206	2019-10-08 13:13:31.73	CMD	"turn right fifteen degrees"	None	None
207	2019-10-08 13:13:55.40	DM->RN	" turn right 15 degrees"	None	None
208	2019-10-08 13:13:55.40	DM->CMD	"I will turn right 15 degrees."	None	None
209	2019-10-08 13:13:58.09	RN	" turning. . ."	None	None
210	2019-10-08 13:13:58.17	DM->CMD	"turning. . ."	None	None
211	2019-10-08 13:14:03.13	RN	" done"	None	None
212	2019-10-08 13:14:03.19	DM->CMD	"done"	None	None
213	2019-10-08 13:13:42.82	CMD	"take a picture"	None	None
214	2019-10-08 13:14:05.40	DM->RN	" send image"	None	None
215	2019-10-08 13:14:05.40	DM->CMD	"I will send image."	None	None
i009	2019-10-08 13:13:24.36	IMAGE	"frame009"	None	None
216	2019-10-08 13:14:07.68	RN	" sent"	None	None
217	2019-10-08 13:14:07.80	DM->CMD	"sent"	None	None
218	2019-10-08 13:13:53.48	CMD	"go forward five feet"	None	None
219	2019-10-08 13:14:16.85	DM->RN	" move forward 5 feet"	None	None
220	2019-10-08 13:14:16.85	DM->CMD	"I will move forward 5 feet."	None	None
221	2019-10-08 13:14:21.52	RN	" There's an obstruction preventing me from doing that. <beep>"	None	None
222	2019-10-08 13:14:21.52	DM->CMD	"There's an obstruction preventing me from doing that. <beep>"	None	None
223	2019-10-08 13:14:05.13	CMD	"rotate ten degrees left"	None	None
224	2019-10-08 13:14:34.35	DM->RN	" turn right 10 degrees"	None	None
